Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster,Perfil
Male,Single,71,University,170387,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,35,High school,118288,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,40,High school,109992,Skilled employee/Official,Big city,1,Adultos - Renda Média
Female,Single,27,High school,90654,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,61,University,113290,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Non-single,29,High school,100093,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,33,High school,109489,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,56,University,139427,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Non-single,27,High school,123411,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,22,High school,137925,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,19,High school,99119,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,91084,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,110137,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,67041,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,30,High school,127299,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Single,26,High school,84555,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,123895,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,23,High school,94324,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,96062,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,67,Graduate school,144843,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,27,High school,107485,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,98573,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,24,High school,107462,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,115809,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,48,University,118749,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,32,High school,139112,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,25,High school,94075,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,57,University,62002,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,28,High school,127262,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,24,High school,122846,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,61907,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,31,High school,89287,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,33,High school,103696,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,50,University,147603,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,58,University,139229,Unemployed/Unskilled,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,27,High school,107932,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,48,University,116235,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,22,High school,85974,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,40,High school,124001,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,32,High school,121428,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,25,High school,93233,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,67965,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,88001,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,129112,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,32,High school,109324,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,112785,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,46,University,136735,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,21,High school,107779,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,103526,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,31,High school,93171,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,26,High school,106559,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,112728,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,38,High school,102855,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Single,35,High school,85381,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,100762,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,131445,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,52,University,123194,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,19,High school,99519,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,112853,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,42,High school,110509,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,106446,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,39,University,89665,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,50,University,128233,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,36,High school,133615,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,25,High school,115833,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,65560,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,30,High school,118642,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,22,High school,63635,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,122649,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Single,31,High school,143321,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,29,High school,99556,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,34,High school,36760,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,33,High school,71935,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,114977,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,36,High school,147691,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,26,High school,54296,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,39,High school,80014,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,44,University,77887,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,46,University,98517,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,31,High school,103012,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,26,High school,121377,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,91359,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,48,University,104833,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,101209,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,30,High school,58207,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,116708,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,36,High school,107471,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,31,High school,128495,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,21,High school,124468,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,106922,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,24,High school,104291,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,98204,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,127071,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,45,University,85115,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,58,University,104013,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Non-single,25,High school,89863,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,67,Graduate school,135300,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,53,University,107861,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,24,High school,123994,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,20,High school,91270,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,71,Graduate school,133245,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Non-single,31,High school,118594,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,27,High school,40606,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,36,High school,129304,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Non-single,25,High school,113118,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,41,High school,133131,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,30,High school,106876,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,130870,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,29,High school,125621,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Single,27,High school,78923,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,123983,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,25,High school,75184,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,24,High school,109693,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,63,University,86273,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Single,42,University,113190,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,22,High school,109274,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,46,University,143489,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,24,High school,99570,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,30,High school,139468,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,44,University,108627,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,25,High school,106355,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,96952,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,141502,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,34,High school,110420,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,18,High school,97741,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,99583,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,21,High school,63698,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,116688,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,131542,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Single,25,High school,136055,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,30,High school,100195,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,66,Graduate school,131001,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,25,High school,104062,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,43,University,137689,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,35,High school,137705,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Single,70,Graduate school,69915,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Single,35,High school,68731,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,105726,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,29,High school,78078,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,110835,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,26,High school,115531,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,36,High school,92723,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,35,High school,107509,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,28,High school,116763,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,100733,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,92652,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,106987,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,54,University,51882,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,46,University,104751,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,42,High school,50947,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,45,University,126986,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,48,University,110223,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,21,High school,100591,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
